season,attendance,type,metric,team,lower,upper
2026,70999.26860640074,forecast,road_avg,Detroit,64012.813368978575,77985.72384382291
2027,71305.32274739706,forecast,road_avg,Detroit,62748.69752615735,79861.94796863677
2028,71611.3768883934,forecast,road_avg,Detroit,61731.03713871842,81491.71663806836
2029,71917.43102938971,forecast,road_avg,Detroit,60870.87536885647,82963.98668992297
2006,63826.0,historical,overall_avg,Detroit,,
2007,65089.0,historical,overall_avg,Detroit,,
2008,60652.0,historical,overall_avg,Detroit,,
2009,58230.0,historical,overall_avg,Detroit,,
2010,61076.0,historical,overall_avg,Detroit,,
2011,65098.0,historical,overall_avg,Detroit,,
2012,64903.0,historical,overall_avg,Detroit,,
2013,65865.0,historical,overall_avg,Detroit,,
2014,66422.0,historical,overall_avg,Detroit,,
2015,64109.0,historical,overall_avg,Detroit,,
2016,67206.0,historical,overall_avg,Detroit,,
2017,65422.0,historical,overall_avg,Detroit,,
2018,65914.0,historical,overall_avg,Detroit,,
2019,63243.0,historical,overall_avg,Detroit,,
2020,0.0,historical,overall_avg,Detroit,,
2021,60411.0,historical,overall_avg,Detroit,,
2022,68078.0,historical,overall_avg,Detroit,,
2023,68841.0,historical,overall_avg,Detroit,,
2024,67842.0,historical,overall_avg,Detroit,,
2025,67458.30701005316,forecast,overall_avg,Detroit,62696.67374554329,72219.94027456304
2026,67773.63947200205,forecast,overall_avg,Detroit,61039.673130285315,74507.60581371878
2027,68088.97193395092,forecast,overall_avg,Detroit,59841.58119280977,76336.36267509207
2028,68404.3043958998,forecast,overall_avg,Detroit,58881.03786688006,77927.57092491954
2029,68719.63685784867,forecast,overall_avg,Detroit,58072.301194480366,79366.97252121699
2008,66378.0,historical,home_avg,Indianapolis,,
2009,66549.0,historical,home_avg,Indianapolis,,
2010,66975.0,historical,home_avg,Indianapolis,,
2011,64828.0,historical,home_avg,Indianapolis,,
2012,65189.0,historical,home_avg,Indianapolis,,
2013,65950.0,historical,home_avg,Indianapolis,,
2014,65375.0,historical,home_avg,Indianapolis,,
2015,66047.0,historical,home_avg,Indianapolis,,
2016,65549.0,historical,home_avg,Indianapolis,,
2017,63440.0,historical,home_avg,Indianapolis,,
2018,59199.0,historical,home_avg,Indianapolis,,
2019,61110.0,historical,home_avg,Indianapolis,,
2020,9945.0,historical,home_avg,Indianapolis,,
2021,62475.0,historical,home_avg,Indianapolis,,
2022,65559.0,historical,home_avg,Indianapolis,,
2023,65230.0,historical,home_avg,Indianapolis,,
2024,65767.0,historical,home_avg,Indianapolis,,
2025,65547.23524509241,forecast,home_avg,Indianapolis,62275.053573093115,68819.4169170917
2026,65331.23346372894,forecast,home_avg,Indianapolis,60703.66976463887,69958.797162819
2027,65115.23168236546,forecast,home_avg,Indianapolis,59447.64677486701,70782.81658986391
2028,64899.229901001985,forecast,home_avg,Indianapolis,58354.866557003406,71443.59324500056
2029,64683.22811963851,forecast,home_avg,Indianapolis,57366.40746631918,72000.04877295785
2008,68048.0,historical,road_avg,Indianapolis,,
2009,66760.0,historical,road_avg,Indianapolis,,
2010,69747.0,historical,road_avg,Indianapolis,,
2011,66507.0,historical,road_avg,Indianapolis,,
2012,67640.0,historical,road_avg,Indianapolis,,
2013,65885.0,historical,road_avg,Indianapolis,,
2014,72281.0,historical,road_avg,Indianapolis,,
2015,67386.0,historical,road_avg,Indianapolis,,
2016,70293.0,historical,road_avg,Indianapolis,,
2017,64314.0,historical,road_avg,Indianapolis,,
2018,66595.0,historical,road_avg,Indianapolis,,
2019,59520.0,historical,road_avg,Indianapolis,,
2020,10091.0,historical,road_avg,Indianapolis,,
2021,64893.0,historical,road_avg,Indianapolis,,
2022,71029.0,historical,road_avg,Indianapolis,,
2023,65792.0,historical,road_avg,Indianapolis,,
2024,70616.0,historical,road_avg,Indianapolis,,
2025,67493.82250310213,forecast,road_avg,Indianapolis,61578.512954705104,73409.13205149915
2026,67462.83103503981,forecast,road_avg,Indianapolis,59097.320046061664,75828.34202401795
2027,67431.83956697748,forecast,road_avg,Indianapolis,57186.22288665651,77677.45624729844
2028,67400.84809891516,forecast,road_avg,Indianapolis,55570.2290021211,79231.4671957092
2029,67369.85663085284,forecast,road_avg,Indianapolis,54142.822372683506,80596.89088902218
2008,67213.0,historical,overall_avg,Indianapolis,,
2009,66654.0,historical,overall_avg,Indianapolis,,
2010,68361.0,historical,overall_avg,Indianapolis,,
2011,65668.0,historical,overall_avg,Indianapolis,,
2012,66415.0,historical,overall_avg,Indianapolis,,
2013,65918.0,historical,overall_avg,Indianapolis,,
2014,68828.0,historical,overall_avg,Indianapolis,,
2015,66717.0,historical,overall_avg,Indianapolis,,
2016,67763.0,historical,overall_avg,Indianapolis,,
2017,63877.0,historical,overall_avg,Indianapolis,,
2018,62897.0,historical,overall_avg,Indianapolis,,
2019,60315.0,historical,overall_avg,Indianapolis,,
2020,9993.0,historical,overall_avg,Indianapolis,,
2021,63612.0,historical,overall_avg,Indianapolis,,
2022,68455.0,historical,overall_avg,Indianapolis,,
2023,65511.0,historical,overall_avg,Indianapolis,,
2024,68334.0,historical,overall_avg,Indianapolis,,
2025,64765.37247994165,forecast,overall_avg,Indianapolis,60428.10996307332,69102.63499680998
2026,64607.52165502009,forecast,overall_avg,Indianapolis,58473.706180092435,70741.33712994774
2027,64449.670830098534,forecast,overall_avg,Indianapolis,56937.31178511852,71962.02987507854
2028,64291.82000517698,forecast,overall_avg,Indianapolis,55617.29497144032,72966.34503891364
2029,64133.96918025542,forecast,overall_avg,Indianapolis,54435.55535627601,73832.38300423484
2008,65489.0,historical,home_avg,Miami,,
2009,67542.0,historical,home_avg,Miami,,
2010,67744.0,historical,home_avg,Miami,,
2011,60886.0,historical,home_avg,Miami,,
2012,57379.0,historical,home_avg,Miami,,
2013,64319.0,historical,home_avg,Miami,,
2014,70035.0,historical,home_avg,Miami,,
2015,67193.0,historical,home_avg,Miami,,
2016,65512.0,historical,home_avg,Miami,,
2017,67627.0,historical,home_avg,Miami,,
2018,65560.0,historical,home_avg,Miami,,
2019,63067.0,historical,home_avg,Miami,,
2020,12294.0,historical,home_avg,Miami,,
2021,64374.0,historical,home_avg,Miami,,
2022,66230.0,historical,home_avg,Miami,,
2023,65922.0,historical,home_avg,Miami,,
2024,65643.0,historical,home_avg,Miami,,
2025,66053.67715822672,forecast,home_avg,Miami,60376.09568103908,71731.25863541437
2026,66165.20674728307,forecast,home_avg,Miami,58135.89402076603,74194.5194738001
2027,66276.7363363394,forecast,home_avg,Miami,56442.87675373844,76110.59591894035
2028,66388.26592539574,forecast,home_avg,Miami,55033.102971020446,77743.42887977103
2029,66499.79551445208,forecast,home_avg,Miami,53804.33738366683,79195.25364523733
2008,70273.0,historical,road_avg,Miami,,
2009,69294.0,historical,road_avg,Miami,,
2010,66886.0,historical,road_avg,Miami,,
2011,72161.0,historical,road_avg,Miami,,
2012,68260.0,historical,road_avg,Miami,,
2013,65874.0,historical,road_avg,Miami,,
2014,69297.0,historical,road_avg,Miami,,
2015,69471.0,historical,road_avg,Miami,,
2016,66506.0,historical,road_avg,Miami,,
2017,63767.0,historical,road_avg,Miami,,
2018,67212.0,historical,road_avg,Miami,,
2019,70243.0,historical,road_avg,Miami,,
2020,6528.0,historical,road_avg,Miami,,
2021,66432.0,historical,road_avg,Miami,,
2022,69201.0,historical,road_avg,Miami,,
2023,67909.0,historical,road_avg,Miami,,
2024,69833.0,historical,road_avg,Miami,,
2025,68607.26354011433,forecast,road_avg,Miami,64136.201439671,73078.32564055767
2026,68907.12241652234,forecast,road_avg,Miami,62584.08575586303,75230.15907718164
2027,69206.98129293033,forecast,road_avg,Miami,61462.874571166845,76951.08801469381
2028,69506.84016933832,forecast,road_avg,Miami,60564.715968451645,78448.964370225
2029,69806.69904574631,forecast,road_avg,Miami,59809.100257532016,79804.2978339606
2008,67722.0,historical,overall_avg,Miami,,
2009,68418.0,historical,overall_avg,Miami,,
2010,67315.0,historical,overall_avg,Miami,,
2011,66523.0,historical,overall_avg,Miami,,
2012,62819.0,historical,overall_avg,Miami,,
2013,65096.0,historical,overall_avg,Miami,,
2014,69690.0,historical,overall_avg,Miami,,
2015,68332.0,historical,overall_avg,Miami,,
2016,65976.0,historical,overall_avg,Miami,,
2017,65697.0,historical,overall_avg,Miami,,
2018,66386.0,historical,overall_avg,Miami,,
2019,66655.0,historical,overall_avg,Miami,,
2020,10372.0,historical,overall_avg,Miami,,
2021,65342.0,historical,overall_avg,Miami,,
2022,67803.0,historical,overall_avg,Miami,,
2023,66857.0,historical,overall_avg,Miami,,
2024,67861.0,historical,overall_avg,Miami,,
2025,66451.63831254246,forecast,overall_avg,Miami,63330.025168434826,69573.25145665009
2026,66397.80732715929,forecast,overall_avg,Miami,61983.179682280155,70812.43497203842
2027,66343.9763417761,forecast,overall_avg,Miami,60937.18377460685,71750.76890894535
2028,66290.14535639291,forecast,overall_avg,Miami,60046.919068177645,72533.37164460818
2029,66236.31437100974,forecast,overall_avg,Miami,59256.17518132822,73216.45356069125
2008,63267.0,historical,home_avg,Minnesota,,
2009,63775.0,historical,home_avg,Minnesota,,
2010,58751.0,historical,home_avg,Minnesota,,
2011,62816.0,historical,home_avg,Minnesota,,
2012,60725.0,historical,home_avg,Minnesota,,
2013,64019.0,historical,home_avg,Minnesota,,
2014,52238.0,historical,home_avg,Minnesota,,
2015,52430.0,historical,home_avg,Minnesota,,
2016,66786.0,historical,home_avg,Minnesota,,
2017,66721.0,historical,home_avg,Minnesota,,
2018,66811.0,historical,home_avg,Minnesota,,
2019,66849.0,historical,home_avg,Minnesota,,
2020,12200.0,historical,home_avg,Minnesota,,
2021,66701.0,historical,home_avg,Minnesota,,
2022,66687.0,historical,home_avg,Minnesota,,
2023,66913.0,historical,home_avg,Minnesota,,
2024,66286.0,historical,home_avg,Minnesota,,
2025,66309.68969939018,forecast,home_avg,Minnesota,57208.79722597946,75410.58217280089
2026,66262.49035391277,forecast,home_avg,Minnesota,53391.88478831612,79133.09591950942
2027,66215.29100843538,forecast,home_avg,Minnesota,50452.08285026684,81978.49916660393
2028,66168.09166295797,forecast,home_avg,Minnesota,47966.30671613655,84369.8766097794
2029,66120.89231748058,forecast,home_avg,Minnesota,45770.67809101803,86471.10654394314
2008,64705.0,historical,road_avg,Minnesota,,
2009,65490.0,historical,road_avg,Minnesota,,
2010,69973.0,historical,road_avg,Minnesota,,
2011,68132.0,historical,road_avg,Minnesota,,
2012,66737.0,historical,road_avg,Minnesota,,
2013,70987.0,historical,road_avg,Minnesota,,
2014,65314.0,historical,road_avg,Minnesota,,
2015,67359.0,historical,road_avg,Minnesota,,
2016,68776.0,historical,road_avg,Minnesota,,
2017,70767.0,historical,road_avg,Minnesota,,
2018,69542.0,historical,road_avg,Minnesota,,
2019,66903.0,historical,road_avg,Minnesota,,
2020,8408.0,historical,road_avg,Minnesota,,
2021,64964.0,historical,road_avg,Minnesota,,
2022,66335.0,historical,road_avg,Minnesota,,
2023,69088.0,historical,road_avg,Minnesota,,
2024,69616.0,historical,road_avg,Minnesota,,
2025,68782.24391431996,forecast,road_avg,Minnesota,64419.253862585654,73145.23396605426
2026,68946.99051509953,forecast,road_avg,Minnesota,62776.79081143799,75117.19021876108
2027,69111.73711587912,forecast,road_avg,Minnesota,61554.81667335774,76668.6575584005
2028,69276.4837166587,forecast,road_avg,Minnesota,60550.503613190085,78002.4638201273
2029,69441.23031743827,forecast,road_avg,Minnesota,59685.28797660505,79197.17265827149
2008,63986.0,historical,overall_avg,Minnesota,,
2009,64632.0,historical,overall_avg,Minnesota,,
2010,64362.0,historical,overall_avg,Minnesota,,
2011,65474.0,historical,overall_avg,Minnesota,,
2012,63731.0,historical,overall_avg,Minnesota,,
2013,67735.0,historical,overall_avg,Minnesota,,
2014,58776.0,historical,overall_avg,Minnesota,,
2015,59894.0,historical,overall_avg,Minnesota,,
2016,67781.0,historical,overall_avg,Minnesota,,
2017,68744.0,historical,overall_avg,Minnesota,,
2018,68177.0,historical,overall_avg,Minnesota,,
2019,66876.0,historical,overall_avg,Minnesota,,
2020,9166.0,historical,overall_avg,Minnesota,,
2021,65782.0,historical,overall_avg,Minnesota,,
2022,66521.0,historical,overall_avg,Minnesota,,
2023,68065.0,historical,overall_avg,Minnesota,,
2024,67853.0,historical,overall_avg,Minnesota,,
2025,67667.07535122825,forecast,overall_avg,Minnesota,62731.7491514934,72602.40155096311
2026,67904.81532124055,forecast,overall_avg,Minnesota,60925.21007484025,74884.42056764085
2027,68142.55529125282,forecast,overall_avg,Minnesota,59594.31956138623,76690.79102111941
2028,68380.29526126511,forecast,overall_avg,Minnesota,58509.64286179541,78250.94766073482
2029,68618.03523127739,forecast,overall_avg,Minnesota,57582.31035753456,79653.76010502022
2008,57850.0,historical,home_avg,Las Vegas Raiders,,
2009,44284.0,historical,home_avg,Las Vegas Raiders,,
2010,46431.0,historical,home_avg,Las Vegas Raiders,,
2011,59242.0,historical,home_avg,Las Vegas Raiders,,
2012,54216.0,historical,home_avg,Las Vegas Raiders,,
2013,50444.0,historical,home_avg,Las Vegas Raiders,,
2014,57416.0,historical,home_avg,Las Vegas Raiders,,
2015,54613.0,historical,home_avg,Las Vegas Raiders,,
2016,54584.0,historical,home_avg,Las Vegas Raiders,,
2017,57775.0,historical,home_avg,Las Vegas Raiders,,
2018,57919.0,historical,home_avg,Las Vegas Raiders,,
2019,52549.0,historical,home_avg,Las Vegas Raiders,,
2020,,historical,home_avg,Las Vegas Raiders,,
2021,61185.0,historical,home_avg,Las Vegas Raiders,,
2022,62045.0,historical,home_avg,Las Vegas Raiders,,
2023,62190.0,historical,home_avg,Las Vegas Raiders,,
2024,62175.0,historical,home_avg,Las Vegas Raiders,,
2025,61954.317325565346,forecast,home_avg,Las Vegas Raiders,54205.60322651048,69703.0314246202
2026,62643.391282754,forecast,home_avg,Las Vegas Raiders,51685.054712918994,73601.727852589
2027,63332.46523994264,forecast,home_avg,Las Vegas Raiders,49911.29872705432,76753.63175283096
2028,64021.539197131286,forecast,home_avg,Las Vegas Raiders,48524.11099902156,79518.96739524101
2029,64710.61315431993,forecast,home_avg,Las Vegas Raiders,47383.96169062222,82037.26461801764
2008,70152.0,historical,road_avg,Las Vegas Raiders,,
2009,71657.0,historical,road_avg,Las Vegas Raiders,,
2010,67491.0,historical,road_avg,Las Vegas Raiders,,
2011,68086.0,historical,road_avg,Las Vegas Raiders,,
2012,67812.0,historical,road_avg,Las Vegas Raiders,,
2013,75135.0,historical,road_avg,Las Vegas Raiders,,
2014,69267.0,historical,road_avg,Las Vegas Raiders,,
2015,66764.0,historical,road_avg,Las Vegas Raiders,,
2016,68826.0,historical,road_avg,Las Vegas Raiders,,
2017,65918.0,historical,road_avg,Las Vegas Raiders,,
2018,61488.0,historical,road_avg,Las Vegas Raiders,,
2019,66604.0,historical,road_avg,Las Vegas Raiders,,
2020,8351.0,historical,road_avg,Las Vegas Raiders,,
2021,73186.0,historical,road_avg,Las Vegas Raiders,,
2022,69953.0,historical,road_avg,Las Vegas Raiders,,
2023,68916.0,historical,road_avg,Las Vegas Raiders,,
2024,69489.0,historical,road_avg,Las Vegas Raiders,,
2025,65626.38069233183,forecast,road_avg,Las Vegas Raiders,59425.08067883091,71827.68070583275
2026,65319.161315500976,forecast,road_avg,Las Vegas Raiders,56549.19873206351,74089.12389893844
2027,65011.94193867012,forecast,road_avg,Las Vegas Raiders,54270.97524230895,75752.90863503129
2028,64704.72256183927,forecast,road_avg,Las Vegas Raiders,52302.12253483742,77107.32258884111
2029,64397.50318500841,forecast,road_avg,Las Vegas Raiders,50530.97480594998,78264.03156406684
2008,64001.0,historical,overall_avg,Las Vegas Raiders,,
2009,57971.0,historical,overall_avg,Las Vegas Raiders,,
2010,56961.0,historical,overall_avg,Las Vegas Raiders,,
2011,63664.0,historical,overall_avg,Las Vegas Raiders,,
2012,61014.0,historical,overall_avg,Las Vegas Raiders,,
2013,62789.0,historical,overall_avg,Las Vegas Raiders,,
2014,63341.0,historical,overall_avg,Las Vegas Raiders,,
2015,60689.0,historical,overall_avg,Las Vegas Raiders,,
2016,62179.0,historical,overall_avg,Las Vegas Raiders,,
2017,61846.0,historical,overall_avg,Las Vegas Raiders,,
2018,59703.0,historical,overall_avg,Las Vegas Raiders,,
2019,60045.0,historical,overall_avg,Las Vegas Raiders,,
2020,6681.0,historical,overall_avg,Las Vegas Raiders,,
2021,66833.0,historical,overall_avg,Las Vegas Raiders,,
2022,66232.0,historical,overall_avg,Las Vegas Raiders,,
2023,65355.0,historical,overall_avg,Las Vegas Raiders,,
2024,66047.0,historical,overall_avg,Las Vegas Raiders,,
2025,64806.15557647711,forecast,overall_avg,Las Vegas Raiders,60101.53812681223,69510.773026142
2026,65062.422591362134,forecast,overall_avg,Las Vegas Raiders,58409.08878826894,71715.75639445533
2027,65318.68960624715,forecast,overall_avg,Las Vegas Raiders,57170.05315325246,73467.32605924184
2028,65574.95662113217,forecast,overall_avg,Las Vegas Raiders,56165.7217218024,74984.19152046193
2029,65831.2236360172,forecast,overall_avg,Las Vegas Raiders,55311.379210434825,76351.06806159957
